cast_number,time,sample_time,sea_water_pressure,sea_water_temperature,sea_water_practical_salinity,depth,mass_concentration_of_oxygen_in_sea_water
--,UTC,UTC,dbar,degree_C,PSU,m,mg * L^-1
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:20.75Z,48.518,9.2383,30.0663,48.108,3.10773
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:21.00Z,48.437,9.2382,30.0662,48.027,3.1128
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:21.25Z,48.358,9.2381,30.0658,47.949,3.1166
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:21.50Z,48.276,9.2381,30.0654,47.868,3.1204
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:21.75Z,48.197,9.2381,30.0654,47.79,3.12705
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:22.00Z,48.117,9.2379,30.065,47.71,3.13213
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:22.25Z,48.037,9.2377,30.0647,47.631,3.13276
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:22.50Z,47.959,9.2374,30.0644,47.554,3.13466
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:22.75Z,47.879,9.2372,30.0644,47.474,3.14292
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:23.00Z,47.803,9.2371,30.0644,47.399,3.14544
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:23.25Z,47.728,9.2371,30.0638,47.324,3.14702
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:23.50Z,47.648,9.2367,30.0629,47.246,3.15245
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:23.75Z,47.57,9.2363,30.0629,47.168,3.15786
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:24.00Z,47.493,9.2359,30.0627,47.092,3.16104
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:24.25Z,47.414,9.2356,30.0628,47.013,3.16103
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:24.50Z,47.336,9.2354,30.0629,46.935,3.16261
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:24.75Z,47.257,9.2351,30.0624,46.858,3.16356
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:25.00Z,47.177,9.2348,30.0622,46.778,3.16642
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:25.25Z,47.099,9.2344,30.0621,46.701,3.17151
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:25.50Z,47.022,9.2342,30.0617,46.624,3.17564
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:25.75Z,46.944,9.234,30.0606,46.548,3.17406
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:26.00Z,46.869,9.2336,30.0603,46.473,3.17693
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:26.25Z,46.794,9.2334,30.0603,46.399,3.17882
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:26.50Z,46.715,9.2329,30.0599,46.32,3.18298
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:26.75Z,46.636,9.2321,30.0597,46.242,3.18874
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:27.00Z,46.557,9.2314,30.0589,46.163,3.19324
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:27.25Z,46.481,9.2307,30.058,46.088,3.19264
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:27.50Z,46.402,9.2297,30.0576,46.01,3.19142
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:27.75Z,46.321,9.2285,30.0561,45.93,3.19279
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:28.00Z,46.244,9.2272,30.0558,45.853,3.19509
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:28.25Z,46.164,9.2263,30.0558,45.774,3.19736
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:28.50Z,46.088,9.2255,30.055,45.699,3.19932
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:28.75Z,46.012,9.2247,30.0548,45.624,3.19935
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:29.00Z,45.935,9.2243,30.0544,45.547,3.20414
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:29.25Z,45.857,9.2238,30.0551,45.47,3.20254
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:29.50Z,45.776,9.2235,30.0526,45.389,3.20608
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:29.75Z,45.694,9.2222,30.0519,45.308,3.20425
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:30.00Z,45.616,9.2208,30.0511,45.231,3.20881
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:30.25Z,45.537,9.2194,30.0502,45.152,3.2105
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:30.50Z,45.458,9.2183,30.0502,45.074,3.21055
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:30.75Z,45.38,9.2175,30.0503,44.997,3.21345
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:31.00Z,45.302,9.2172,30.0503,44.919,3.21248
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:31.25Z,45.224,9.2167,30.0501,44.842,3.2109
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:31.50Z,45.143,9.2162,30.0492,44.762,3.21443
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:31.75Z,45.065,9.2157,30.0485,44.685,3.21732
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:32.00Z,44.985,9.2151,30.0487,44.605,3.21605
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:32.25Z,44.905,9.2147,30.0488,44.525,3.21955
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:32.50Z,44.825,9.2145,30.0484,44.447,3.21763
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:32.75Z,44.744,9.2144,30.0481,44.366,3.22112
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:33.00Z,44.666,9.214,30.0473,44.288,3.22145
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:33.25Z,44.584,9.2134,30.0464,44.208,3.22276
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:33.50Z,44.506,9.2126,30.0465,44.13,3.2266
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:33.75Z,44.427,9.2122,30.0457,44.052,3.22789
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:34.00Z,44.349,9.2116,30.0462,43.974,3.22726
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:34.25Z,44.27,9.2115,30.0461,43.897,3.23042
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:34.50Z,44.19,9.2113,30.0454,43.817,3.23074
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:34.75Z,44.112,9.2112,30.0458,43.739,3.23102
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:35.00Z,44.03,9.2111,30.0455,43.659,3.23578
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:35.25Z,43.953,9.2109,30.0455,43.582,3.23608
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:35.50Z,43.875,9.2107,30.0446,43.505,3.24054
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:35.75Z,43.801,9.2106,30.0443,43.431,3.24053
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:36.00Z,43.728,9.2104,30.0439,43.359,3.2402
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:36.25Z,43.653,9.2101,30.0439,43.285,3.24497
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:36.50Z,43.578,9.21,30.0441,43.21,3.25035
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:36.75Z,43.504,9.2099,30.044,43.137,3.25192
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:37.00Z,43.43,9.2097,30.0438,43.064,3.25637
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:37.25Z,43.356,9.2095,30.0432,42.99,3.25955
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:37.50Z,43.276,9.2094,30.0428,42.911,3.25889
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:37.75Z,43.197,9.2093,30.0429,42.832,3.26364
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:38.00Z,43.115,9.2093,30.0431,42.751,3.26806
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:38.25Z,43.04,9.209,30.0424,42.677,3.26838
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:38.50Z,42.964,9.2088,30.0425,42.602,3.27219
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:38.75Z,42.89,9.2089,30.0422,42.528,3.27056
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:39.00Z,42.812,9.2087,30.0423,42.451,3.27246
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:39.25Z,42.735,9.2085,30.0418,42.374,3.27691
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:39.50Z,42.656,9.2085,30.0422,42.296,3.2775
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:39.75Z,42.578,9.2084,30.0418,42.218,3.27557
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:40.00Z,42.498,9.2082,30.0414,42.14,3.28002
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:40.25Z,42.418,9.2082,30.0409,42.06,3.27936
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:40.50Z,42.336,9.2081,30.0405,41.979,3.2803
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:40.75Z,42.258,9.208,30.0406,41.902,3.28281
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:41.00Z,42.178,9.208,30.0396,41.822,3.28407
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:41.25Z,42.101,9.208,30.0389,41.746,3.28883
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:41.50Z,42.027,9.208,30.0384,41.672,3.28722
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:41.75Z,41.951,9.2081,30.0385,41.597,3.29131
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:42.00Z,41.873,9.2082,30.0383,41.519,3.29319
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:42.25Z,41.797,9.208,30.0378,41.444,3.29031
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:42.50Z,41.72,9.2082,30.0369,41.368,3.29093
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:42.75Z,41.645,9.2083,30.0366,41.294,3.29535
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:43.00Z,41.565,9.2086,30.0362,41.214,3.30007
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:43.25Z,41.486,9.2088,30.0361,41.136,3.30193
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:43.50Z,41.408,9.209,30.0358,41.058,3.30061
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:43.75Z,41.327,9.2092,30.0351,40.979,3.30535
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:44.00Z,41.251,9.2096,30.0351,40.903,3.31102
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:44.25Z,41.17,9.21,30.0344,40.822,3.30778
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:44.50Z,41.093,9.2103,30.0343,40.746,3.31314
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:44.75Z,41.012,9.2108,30.0338,40.666,3.32134
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:45.00Z,40.937,9.211,30.0336,40.592,3.31939
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:45.25Z,40.859,9.2114,30.0333,40.514,3.32602
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:45.50Z,40.781,9.2117,30.0332,40.437,3.33041
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:45.75Z,40.701,9.2119,30.0333,40.357,3.32941
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:46.00Z,40.621,9.212,30.0331,40.279,3.33287
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:46.25Z,40.541,9.2122,30.0326,40.199,3.33442
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:46.50Z,40.462,9.2125,30.0324,40.12,3.33914
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:46.75Z,40.384,9.2131,30.0323,40.044,3.34511
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:47.00Z,40.304,9.2136,30.0322,39.964,3.34885
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:47.25Z,40.224,9.214,30.0321,39.885,3.35451
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:47.50Z,40.143,9.2144,30.032,39.805,3.35699
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:47.75Z,40.065,9.2146,30.0318,39.727,3.36108
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:48.00Z,39.985,9.215,30.0318,39.648,3.36292
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:48.25Z,39.909,9.2152,30.0317,39.572,3.36892
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:48.50Z,39.828,9.2155,30.0317,39.493,3.37235
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:48.75Z,39.745,9.2157,30.0318,39.41,3.37516
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:49.00Z,39.661,9.2162,30.0313,39.327,3.38114
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:49.25Z,39.581,9.2164,30.0311,39.247,3.38269
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:49.50Z,39.503,9.2168,30.0308,39.17,3.38517
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:49.75Z,39.425,9.2171,30.0306,39.092,3.38925
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:50.00Z,39.343,9.2174,30.0302,39.011,3.39206
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:50.25Z,39.258,9.2176,30.0298,38.927,3.39456
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:50.50Z,39.179,9.2178,30.0289,38.849,3.39867
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:50.75Z,39.1,9.218,30.0283,38.77,3.40117
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:51.00Z,39.019,9.2182,30.0274,38.69,3.40273
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:51.25Z,38.933,9.2182,30.0258,38.605,3.40591
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:51.50Z,38.849,9.2183,30.0245,38.522,3.4113
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:51.75Z,38.766,9.2182,30.0235,38.439,3.41352
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:52.00Z,38.686,9.2182,30.022,38.36,3.41606
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:52.25Z,38.603,9.218,30.02,38.277,3.41991
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:52.50Z,38.52,9.2179,30.019,38.196,3.4199
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:52.75Z,38.435,9.2178,30.0176,38.111,3.42658
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:53.00Z,38.352,9.2174,30.0164,38.029,3.42787
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:53.25Z,38.273,9.2172,30.0143,37.95,3.4314
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:53.50Z,38.195,9.2169,30.0146,37.873,3.43393
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:53.75Z,38.112,9.2167,30.0151,37.791,3.43931
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:54.00Z,38.032,9.2166,30.0143,37.711,3.44025
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:54.25Z,37.948,9.2165,30.012,37.628,3.43995
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:54.50Z,37.869,9.2163,30.0114,37.55,3.44409
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:54.75Z,37.785,9.216,30.0115,37.467,3.4463
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:55.00Z,37.705,9.2158,30.01,37.387,3.44822
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:55.25Z,37.625,9.2155,30.0095,37.308,3.4495
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:55.50Z,37.543,9.2153,30.0078,37.227,3.45111
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:55.75Z,37.464,9.2149,30.0077,37.148,3.45111
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:56.00Z,37.384,9.2147,30.0069,37.069,3.4511
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:56.25Z,37.301,9.2145,30.006,36.987,3.45429
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:56.50Z,37.218,9.2142,30.0043,36.904,3.45432
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:56.75Z,37.134,9.2138,30.0039,36.821,3.45242
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:57.00Z,37.049,9.2133,30.002,36.737,3.45405
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:57.25Z,36.966,9.2127,30.0008,36.654,3.45187
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:57.50Z,36.882,9.2122,30.0002,36.572,3.45189
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:57.75Z,36.805,9.2117,30.0001,36.495,3.45062
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:58.00Z,36.727,9.2114,29.9999,36.418,3.45284
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:58.25Z,36.652,9.2111,29.9989,36.343,3.45382
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:58.50Z,36.574,9.2106,29.998,36.266,3.45638
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:58.75Z,36.496,9.2104,29.9977,36.188,3.45001
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:59.00Z,36.416,9.2102,29.9971,36.109,3.45096
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:59.25Z,36.336,9.21,29.9973,36.03,3.4538
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:59.50Z,36.252,9.2098,29.9968,35.947,3.45411
24246,2023-09-02T07:00:07Z,2023-09-02T07:13:59.75Z,36.17,9.2096,29.996,35.865,3.4541
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:00.00Z,36.089,9.2093,29.9945,35.785,3.45572
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:00.25Z,36.007,9.2088,29.9939,35.704,3.45701
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:00.50Z,35.927,9.2086,29.9928,35.624,3.45893
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:00.75Z,35.847,9.2083,29.9918,35.546,3.4583
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:01.00Z,35.766,9.2079,29.9918,35.465,3.45448
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:01.25Z,35.686,9.2077,29.9914,35.385,3.45607
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:01.50Z,35.606,9.2075,29.9904,35.307,3.45544
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:01.75Z,35.528,9.2073,29.9895,35.229,3.45798
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:02.00Z,35.447,9.207,29.9895,35.148,3.45542
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:02.25Z,35.363,9.2067,29.9887,35.065,3.45734
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:02.50Z,35.276,9.2066,29.9873,34.979,3.45734
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:02.75Z,35.193,9.2064,29.9871,34.897,3.45701
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:03.00Z,35.11,9.2062,29.9861,34.815,3.45447
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:03.25Z,35.028,9.2058,29.9868,34.733,3.45126
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:03.50Z,34.942,9.2058,29.9864,34.648,3.45377
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:03.75Z,34.859,9.2058,29.9862,34.565,3.45184
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:04.00Z,34.774,9.2058,29.9851,34.481,3.44864
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:04.25Z,34.692,9.2055,29.9849,34.399,3.44991
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:04.50Z,34.608,9.2057,29.9843,34.317,3.44828
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:04.75Z,34.523,9.2058,29.9842,34.233,3.44951
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:05.00Z,34.438,9.2059,29.9841,34.148,3.44628
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:05.25Z,34.352,9.2063,29.9833,34.063,3.45354
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:05.50Z,34.263,9.2065,29.9826,33.975,3.45095
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:05.75Z,34.182,9.2067,29.9817,33.894,3.44678
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:06.00Z,34.098,9.2068,29.981,33.811,3.44612
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:06.25Z,34.014,9.207,29.9809,33.728,3.4502
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:06.50Z,33.933,9.2075,29.9805,33.647,3.446
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:06.75Z,33.848,9.2078,29.9802,33.563,3.44212
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:07.00Z,33.765,9.2081,29.9795,33.481,3.44176
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:07.25Z,33.682,9.2085,29.9786,33.399,3.43821
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:07.50Z,33.596,9.2094,29.9779,33.313,3.43079
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:07.75Z,33.511,9.2099,29.977,33.229,3.42628
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:08.00Z,33.428,9.2106,29.9761,33.147,3.42016
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:08.25Z,33.344,9.2114,29.9756,33.063,3.4137
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:08.50Z,33.259,9.2123,29.9753,32.979,3.40469
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:08.75Z,33.173,9.2129,29.975,32.894,3.40015
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:09.00Z,33.089,9.2135,29.975,32.81,3.39498
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:09.25Z,33.006,9.2139,29.9744,32.729,3.38634
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:09.50Z,32.926,9.2143,29.9742,32.649,3.3761
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:09.75Z,32.845,9.2148,29.9735,32.568,3.36585
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:10.00Z,32.763,9.2154,29.9727,32.487,3.35943
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:10.25Z,32.681,9.2162,29.9722,32.406,3.34598
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:10.50Z,32.595,9.2169,29.9719,32.321,3.33921
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:10.75Z,32.51,9.2173,29.9712,32.237,3.3328
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:11.00Z,32.427,9.218,29.9702,32.154,3.31492
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:11.25Z,32.345,9.2189,29.9699,32.073,3.31705
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:11.50Z,32.262,9.22,29.9695,31.99,3.30389
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:11.75Z,32.178,9.2208,29.969,31.907,3.29934
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:12.00Z,32.096,9.2213,29.9683,31.826,3.29324
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:12.25Z,32.015,9.2216,29.9676,31.746,3.28207
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:12.50Z,31.932,9.2224,29.9671,31.663,3.27594
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:12.75Z,31.85,9.2233,29.9668,31.582,3.26407
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:13.00Z,31.769,9.224,29.9669,31.502,3.25445
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:13.25Z,31.685,9.2243,29.9666,31.419,3.24517
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:13.50Z,31.603,9.2246,29.9656,31.337,3.23878
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:13.75Z,31.524,9.225,29.9654,31.259,3.23268
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:14.00Z,31.443,9.2257,29.965,31.179,3.2202
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:14.25Z,31.362,9.2262,29.9648,31.098,3.21313
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:14.50Z,31.279,9.2267,29.9646,31.016,3.20416
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:14.75Z,31.197,9.2271,29.9644,30.935,3.19743
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:15.00Z,31.115,9.2272,29.9638,30.853,3.18976
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:15.25Z,31.034,9.2276,29.9637,30.773,3.17858
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:15.50Z,30.954,9.2281,29.9633,30.693,3.16898
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:15.75Z,30.872,9.2285,29.9627,30.613,3.16416
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:16.00Z,30.79,9.2288,29.9624,30.531,3.1587
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:16.25Z,30.706,9.2293,29.9622,30.448,3.15005
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:16.50Z,30.623,9.2297,29.9615,30.365,3.14619
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:16.75Z,30.539,9.2302,29.961,30.282,3.14168
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:17.00Z,30.456,9.2308,29.9603,30.2,3.13207
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:17.25Z,30.372,9.2317,29.9598,30.117,3.12976
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:17.50Z,30.286,9.2326,29.9595,30.032,3.1268
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:17.75Z,30.206,9.2332,29.9587,29.952,3.11974
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:18.00Z,30.124,9.2338,29.9584,29.87,3.11585
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:18.25Z,30.039,9.2347,29.9581,29.786,3.11226
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:18.50Z,29.954,9.2352,29.9581,29.702,3.10552
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:18.75Z,29.87,9.2356,29.9577,29.619,3.10133
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:19.00Z,29.784,9.236,29.9572,29.534,3.1
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:19.25Z,29.699,9.2362,29.9572,29.45,3.0955
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:19.50Z,29.614,9.2368,29.9572,29.365,3.09066
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:19.75Z,29.529,9.2372,29.9566,29.281,3.08902
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:20.00Z,29.443,9.2375,29.9565,29.196,3.08578
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:20.25Z,29.361,9.238,29.9562,29.114,3.08159
24246,2023-09-02T07:00:07Z,2023-09-02T07:14:20.50Z,29.278,9.2383,29.9559,29.032,3.07867
