cast_number,time,sample_time,sea_water_pressure,sea_water_temperature,sea_water_practical_salinity,depth,mass_concentration_of_oxygen_in_sea_water
--,UTC,UTC,dbar,degree_C,PSU,m,mg * L^-1
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:07.00Z,117.497,9.1123,30.2188,116.484,0.504
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:07.25Z,117.497,9.1123,30.2196,116.484,0.50206
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:07.50Z,117.495,9.1123,30.2198,116.482,0.49981
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:07.75Z,117.495,9.1123,30.22,116.482,0.5056
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:08.00Z,117.495,9.1123,30.22,116.482,0.50946
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:08.25Z,117.496,9.1122,30.2199,116.483,0.5233
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:08.50Z,117.497,9.1123,30.2198,116.484,0.54808
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:08.75Z,117.495,9.1122,30.2199,116.482,0.58799
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:09.00Z,117.496,9.1124,30.2198,116.483,0.64946
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:09.25Z,117.497,9.1125,30.2198,116.484,0.71897
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:09.50Z,117.497,9.1124,30.2201,116.484,0.79364
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:09.75Z,117.496,9.1123,30.2201,116.483,0.87088
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:10.00Z,117.496,9.1123,30.2201,116.483,0.94458
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:10.25Z,117.496,9.1124,30.22,116.483,1.01603
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:10.50Z,117.497,9.1123,30.2201,116.484,1.07847
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:10.75Z,117.497,9.1124,30.22,116.484,1.13575
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:11.00Z,117.496,9.1124,30.2199,116.483,1.18371
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:11.25Z,117.497,9.1124,30.2198,116.484,1.22909
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:11.50Z,117.497,9.1125,30.22,116.484,1.26995
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:11.75Z,117.495,9.1123,30.2199,116.482,1.30472
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:12.00Z,117.495,9.1125,30.2201,116.482,1.33625
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:12.25Z,117.497,9.1123,30.2202,116.484,1.36168
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:12.50Z,117.497,9.1124,30.22,116.484,1.38196
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:12.75Z,117.495,9.1123,30.22,116.482,1.40449
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:13.00Z,117.497,9.1125,30.22,116.484,1.42476
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:13.25Z,117.497,9.1125,30.2201,116.484,1.43924
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:13.50Z,117.496,9.1123,30.22,116.483,1.45759
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:13.75Z,117.497,9.1125,30.2201,116.484,1.47046
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:14.00Z,117.497,9.1124,30.2203,116.484,1.48172
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:14.25Z,117.497,9.1125,30.22,116.484,1.49524
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:14.50Z,117.497,9.1124,30.2202,116.484,1.50457
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:14.75Z,117.496,9.1125,30.2199,116.483,1.50908
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:15.00Z,117.497,9.1125,30.2201,116.484,1.52291
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:15.25Z,117.496,9.1125,30.2201,116.483,1.52646
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:15.50Z,117.496,9.1124,30.2201,116.483,1.53418
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:15.75Z,117.496,9.1123,30.2201,116.483,1.53547
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:16.00Z,117.497,9.1124,30.2199,116.484,1.54126
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:16.25Z,117.497,9.1124,30.2201,116.484,1.54802
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:16.50Z,117.497,9.1125,30.2201,116.484,1.55188
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:16.75Z,117.495,9.1123,30.22,116.482,1.55543
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:17.00Z,117.497,9.1126,30.2201,116.484,1.55896
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:17.25Z,117.496,9.1125,30.2201,116.483,1.56154
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:17.50Z,117.496,9.1125,30.2202,116.483,1.56443
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:17.75Z,117.498,9.1124,30.2201,116.486,1.56991
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:18.00Z,117.498,9.1124,30.2201,116.485,1.56926
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:18.25Z,117.495,9.1125,30.22,116.482,1.57183
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:18.50Z,117.497,9.1125,30.2202,116.484,1.57473
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:18.75Z,117.498,9.1125,30.22,116.486,1.57505
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:19.00Z,117.497,9.1124,30.2202,116.484,1.57956
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:19.25Z,117.496,9.1125,30.2201,116.483,1.58342
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:19.50Z,117.496,9.1125,30.22,116.483,1.5802
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:19.75Z,117.497,9.1125,30.22,116.484,1.58438
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:20.00Z,117.497,9.1125,30.22,116.484,1.58567
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:20.25Z,117.497,9.1125,30.2199,116.484,1.58439
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:20.50Z,117.495,9.1125,30.2201,116.482,1.58503
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:20.75Z,117.497,9.1124,30.22,116.484,1.58503
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:21.00Z,117.496,9.1124,30.2199,116.483,1.58697
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:21.25Z,117.495,9.1125,30.2198,116.482,1.5905
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:21.50Z,117.496,9.1124,30.2198,116.483,1.59533
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:21.75Z,117.496,9.1125,30.2199,116.483,1.59179
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:22.00Z,117.497,9.1125,30.2199,116.484,1.59211
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:22.25Z,117.497,9.1125,30.2191,116.484,1.59598
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:22.50Z,117.496,9.1124,30.2163,116.483,1.5928
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:22.75Z,117.496,9.1125,30.22,116.483,1.5963
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:23.00Z,117.496,9.1125,30.2198,116.483,1.59533
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:23.25Z,117.497,9.1125,30.22,116.484,1.59404
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:23.50Z,117.497,9.1124,30.2197,116.484,1.59533
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:23.75Z,117.497,9.1124,30.2199,116.484,1.59662
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:24.00Z,117.497,9.1123,30.2199,116.484,1.59759
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:24.25Z,117.498,9.1125,30.22,116.486,1.59662
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:24.50Z,117.498,9.1123,30.2201,116.486,1.59662
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:24.75Z,117.498,9.1123,30.2201,116.486,1.59791
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:25.00Z,117.496,9.1123,30.2201,116.483,1.59759
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:25.25Z,117.497,9.1124,30.2164,116.484,1.59955
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:25.50Z,117.496,9.1124,30.217,116.483,1.5989
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:25.75Z,117.497,9.1124,30.2202,116.484,1.59951
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:26.00Z,117.498,9.1124,30.2199,116.485,1.59823
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:26.25Z,117.497,9.1124,30.2201,116.484,1.59694
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:26.50Z,117.497,9.1124,30.22,116.484,1.59887
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:26.75Z,117.496,9.1124,30.22,116.483,1.59984
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:27.00Z,117.498,9.1123,30.22,116.485,1.59759
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:27.25Z,117.499,9.1124,30.22,116.487,1.59759
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:27.50Z,117.497,9.1124,30.22,116.484,1.60177
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:27.75Z,117.497,9.1123,30.22,116.484,1.60145
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:28.00Z,117.497,9.1124,30.22,116.484,1.6008
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:28.25Z,117.495,9.1125,30.22,116.482,1.59855
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:28.50Z,117.498,9.1124,30.22,116.485,1.60145
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:28.75Z,117.497,9.1123,30.22,116.484,1.60048
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:29.00Z,117.498,9.1125,30.22,116.485,1.60177
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:29.25Z,117.495,9.1123,30.22,116.482,1.59984
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:29.50Z,117.497,9.1124,30.2201,116.484,1.59984
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:29.75Z,117.497,9.1123,30.2201,116.484,1.60113
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:30.00Z,117.497,9.1123,30.2199,116.484,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:30.25Z,117.498,9.1124,30.22,116.485,1.59694
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:30.50Z,117.496,9.1123,30.2198,116.483,1.59888
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:30.75Z,117.496,9.1124,30.2199,116.483,1.59887
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:31.00Z,117.496,9.1124,30.22,116.483,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:31.25Z,117.498,9.1124,30.2198,116.486,1.59887
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:31.50Z,117.498,9.1125,30.2198,116.485,1.59919
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:31.75Z,117.497,9.1125,30.22,116.484,1.60112
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:32.00Z,117.497,9.1124,30.22,116.484,1.60113
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:32.25Z,117.494,9.1123,30.2201,116.481,1.60274
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:32.50Z,117.497,9.1124,30.2198,116.484,1.60016
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:32.75Z,117.497,9.1124,30.22,116.484,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:33.00Z,117.497,9.1123,30.22,116.484,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:33.25Z,117.497,9.1125,30.2199,116.484,1.60145
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:33.50Z,117.498,9.1123,30.2198,116.486,1.60177
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:33.75Z,117.496,9.1123,30.22,116.483,1.60371
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:34.00Z,117.498,9.1123,30.2201,116.486,1.60049
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:34.25Z,117.497,9.1123,30.22,116.484,1.60435
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:34.50Z,117.496,9.1123,30.22,116.483,1.60274
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:34.75Z,117.498,9.1124,30.2198,116.486,1.60595
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:35.00Z,117.496,9.1125,30.2199,116.483,1.60016
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:35.25Z,117.498,9.1124,30.22,116.485,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:35.50Z,117.498,9.1124,30.2201,116.486,1.60209
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:35.75Z,117.497,9.1124,30.2201,116.484,1.60177
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:36.00Z,117.497,9.1124,30.22,116.484,1.60306
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:36.25Z,117.497,9.1123,30.22,116.484,1.60209
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:36.50Z,117.496,9.1123,30.22,116.483,1.60499
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:36.75Z,117.497,9.1125,30.2199,116.484,1.6037
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:37.00Z,117.495,9.1124,30.2197,116.482,1.60531
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:37.25Z,117.495,9.1123,30.22,116.482,1.60628
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:37.50Z,117.496,9.1123,30.22,116.483,1.60435
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:37.75Z,117.498,9.1123,30.22,116.485,1.60789
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:38.00Z,117.498,9.1123,30.22,116.485,1.60081
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:38.25Z,117.497,9.1124,30.22,116.484,1.60402
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:38.50Z,117.496,9.1124,30.2199,116.483,1.60531
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:38.75Z,117.495,9.1123,30.22,116.482,1.60306
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:39.00Z,117.494,9.1123,30.2198,116.481,1.60113
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:39.25Z,117.498,9.1123,30.22,116.486,1.60016
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:39.50Z,117.497,9.1124,30.2199,116.484,1.60306
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:39.75Z,117.497,9.1123,30.2198,116.484,1.60209
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:40.00Z,117.497,9.1123,30.22,116.484,1.60467
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:40.25Z,117.499,9.1124,30.2198,116.487,1.60242
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:40.50Z,117.497,9.1123,30.2199,116.484,1.60499
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:40.75Z,117.496,9.1124,30.2199,116.483,1.60467
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:41.00Z,117.497,9.1123,30.22,116.484,1.60177
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:41.25Z,117.499,9.1123,30.22,116.487,1.60274
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:41.50Z,117.497,9.1123,30.2198,116.484,1.60274
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:41.75Z,117.498,9.1123,30.2201,116.485,1.60563
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:42.00Z,117.497,9.1124,30.22,116.484,1.60724
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:42.25Z,117.496,9.1124,30.2201,116.483,1.60499
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:42.50Z,117.497,9.1124,30.22,116.484,1.60788
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:42.75Z,117.497,9.1123,30.22,116.484,1.60724
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:43.00Z,117.497,9.1124,30.22,116.484,1.60788
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:43.25Z,117.496,9.1124,30.22,116.483,1.60627
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:43.50Z,117.497,9.1123,30.22,116.484,1.60982
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:43.75Z,117.497,9.1124,30.22,116.484,1.61046
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:44.00Z,117.497,9.1125,30.22,116.484,1.6082
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:44.25Z,117.499,9.1125,30.2199,116.487,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:44.50Z,117.497,9.1123,30.22,116.484,1.61046
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:44.75Z,117.499,9.1123,30.22,116.487,1.60789
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:45.00Z,117.498,9.1124,30.22,116.485,1.60885
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:45.25Z,117.497,9.1123,30.22,116.484,1.60789
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:45.50Z,117.498,9.1124,30.22,116.485,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:45.75Z,117.498,9.1123,30.2199,116.485,1.6066
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:46.00Z,117.498,9.1125,30.2199,116.485,1.60724
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:46.25Z,117.499,9.1125,30.22,116.487,1.60659
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:46.50Z,117.499,9.1123,30.2202,116.487,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:46.75Z,117.497,9.1123,30.22,116.484,1.60531
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:47.00Z,117.497,9.1124,30.22,116.484,1.60949
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:47.25Z,117.497,9.1124,30.22,116.484,1.6066
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:47.50Z,117.498,9.1124,30.22,116.485,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:47.75Z,117.498,9.1123,30.2198,116.485,1.60885
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:48.00Z,117.496,9.1124,30.2201,116.483,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:48.25Z,117.498,9.1123,30.22,116.485,1.61336
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:48.50Z,117.498,9.1123,30.22,116.485,1.60885
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:48.75Z,117.497,9.1125,30.2201,116.484,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:49.00Z,117.498,9.1125,30.22,116.485,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:49.25Z,117.497,9.1124,30.22,116.484,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:49.50Z,117.498,9.1124,30.2202,116.485,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:49.75Z,117.499,9.1125,30.22,116.487,1.61207
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:50.00Z,117.496,9.1124,30.2202,116.483,1.60724
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:50.25Z,117.498,9.1124,30.2202,116.485,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:50.50Z,117.498,9.1125,30.2201,116.485,1.60981
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:50.75Z,117.5,9.1123,30.2201,116.488,1.60949
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:51.00Z,117.497,9.1125,30.22,116.484,1.60724
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:51.25Z,117.498,9.1123,30.22,116.485,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:51.50Z,117.497,9.1125,30.22,116.484,1.60852
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:51.75Z,117.497,9.1124,30.2201,116.484,1.60627
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:52.00Z,117.497,9.1123,30.2201,116.484,1.60595
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:52.25Z,117.498,9.1124,30.2199,116.485,1.60982
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:52.50Z,117.499,9.1124,30.2202,116.486,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:52.75Z,117.497,9.1125,30.2201,116.484,1.6111
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:53.00Z,117.498,9.1125,30.2201,116.485,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:53.25Z,117.498,9.1125,30.2201,116.485,1.61045
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:53.50Z,117.498,9.1124,30.2201,116.485,1.6111
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:53.75Z,117.497,9.1125,30.22,116.484,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:54.00Z,117.497,9.1124,30.2201,116.484,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:54.25Z,117.496,9.1123,30.22,116.483,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:54.50Z,117.497,9.1124,30.2198,116.484,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:54.75Z,117.497,9.1124,30.2199,116.484,1.6111
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:55.00Z,117.497,9.1123,30.2198,116.484,1.60982
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:55.25Z,117.497,9.1123,30.2201,116.484,1.60982
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:55.50Z,117.498,9.1124,30.2201,116.485,1.61014
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:55.75Z,117.497,9.1124,30.22,116.484,1.61303
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:56.00Z,117.498,9.1124,30.22,116.485,1.61046
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:56.25Z,117.497,9.1123,30.22,116.484,1.61175
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:56.50Z,117.497,9.1125,30.22,116.484,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:56.75Z,117.497,9.1124,30.22,116.484,1.61175
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:57.00Z,117.498,9.1123,30.22,116.485,1.61143
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:57.25Z,117.498,9.1124,30.2201,116.485,1.6082
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:57.50Z,117.497,9.1124,30.2201,116.484,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:57.75Z,117.498,9.1125,30.2201,116.485,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:58.00Z,117.498,9.1125,30.2202,116.485,1.61335
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:58.25Z,117.496,9.1124,30.2201,116.483,1.60981
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:58.50Z,117.499,9.1125,30.22,116.486,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:58.75Z,117.496,9.1124,30.2199,116.483,1.60981
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:59.00Z,117.497,9.1124,30.2201,116.484,1.61207
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:59.25Z,117.498,9.1124,30.22,116.485,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:59.50Z,117.497,9.1124,30.2201,116.484,1.61014
24244,2023-09-01T07:00:07Z,2023-09-01T07:01:59.75Z,117.497,9.1124,30.2199,116.484,1.60982
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:00.00Z,117.497,9.1125,30.2201,116.484,1.61206
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:00.25Z,117.497,9.1124,30.2198,116.484,1.61143
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:00.50Z,117.498,9.1125,30.2201,116.485,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:00.75Z,117.498,9.1125,30.22,116.485,1.60981
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:01.00Z,117.5,9.1123,30.2201,116.488,1.60853
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:01.25Z,117.498,9.1124,30.2201,116.485,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:01.50Z,117.498,9.1124,30.2201,116.485,1.61046
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:01.75Z,117.498,9.1125,30.2201,116.485,1.60852
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:02.00Z,117.498,9.1126,30.2201,116.485,1.60852
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:02.25Z,117.498,9.1124,30.22,116.485,1.61014
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:02.50Z,117.498,9.1124,30.2199,116.486,1.61207
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:02.75Z,117.498,9.1123,30.2202,116.486,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:03.00Z,117.499,9.1123,30.2201,116.487,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:03.25Z,117.498,9.1124,30.2201,116.486,1.61335
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:03.50Z,117.499,9.1123,30.2201,116.487,1.614
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:03.75Z,117.497,9.1124,30.2198,116.484,1.61143
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:04.00Z,117.497,9.1125,30.22,116.484,1.60917
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:04.25Z,117.498,9.1125,30.2201,116.485,1.61335
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:04.50Z,117.497,9.1125,30.22,116.484,1.61206
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:04.75Z,117.498,9.1125,30.22,116.485,1.6111
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:05.00Z,117.498,9.1125,30.2201,116.485,1.61303
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:05.25Z,117.497,9.1125,30.2203,116.484,1.61206
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:05.50Z,117.497,9.1124,30.22,116.484,1.61239
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:05.75Z,117.497,9.1124,30.2201,116.484,1.61078
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:06.00Z,117.497,9.1123,30.2202,116.484,1.61046
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:06.25Z,117.498,9.1124,30.2201,116.485,1.61142
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:06.50Z,117.498,9.1124,30.2201,116.485,1.61271
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:06.75Z,117.498,9.1123,30.2201,116.485,1.61303
24244,2023-09-01T07:00:07Z,2023-09-01T07:02:07.00Z,117.499,9.1124,30.22,116.486,1.61335
